,porcentaje,valores_k
0,0.675,1
1,0.64375,2
2,0.7,3
3,0.709375,4
4,0.734375,5
5,0.746875,6
6,0.75,7
7,0.75,8
8,0.753125,9
9,0.7625,10
10,0.7687499999999999,11
11,0.784375,12
12,0.78125,13
13,0.778125,14
14,0.7874999999999999,15
15,0.7906249999999999,16
16,0.7906249999999999,17
17,0.7843749999999999,18
18,0.7968750000000001,19
19,0.790625,20
20,0.7875,21
21,0.79375,22
22,0.7875000000000001,23
23,0.784375,24
24,0.8,25
25,0.7906249999999999,26
26,0.7875000000000001,27
27,0.790625,28
28,0.7999999999999999,29
29,0.8156249999999999,30
30,0.815625,31
31,0.8093750000000001,32
32,0.809375,33
33,0.8,34
34,0.796875,35
35,0.7906249999999999,36
36,0.8031250000000001,37
37,0.790625,38
38,0.7875000000000001,39
39,0.7906249999999999,40
40,0.8,41
41,0.796875,42
42,0.790625,43
43,0.7875,44
44,0.796875,45
45,0.796875,46
46,0.80625,47
47,0.796875,48
48,0.79375,49
49,0.775,50
50,0.7781250000000001,51
51,0.784375,52
52,0.775,53
53,0.7562500000000001,54
54,0.765625,55
55,0.778125,56
56,0.784375,57
57,0.765625,58
58,0.778125,59
59,0.7843749999999999,60
60,0.7718750000000001,61
61,0.7687499999999999,62
62,0.76875,63
63,0.78125,64
64,0.765625,65
65,0.765625,66
66,0.7625000000000001,67
67,0.753125,68
68,0.75,69
69,0.765625,70
70,0.7625,71
71,0.75625,72
72,0.7593749999999999,73
73,0.753125,74
74,0.74375,75
75,0.75,76
76,0.75625,77
77,0.759375,78
78,0.7625,79
79,0.759375,80
80,0.765625,81
81,0.771875,82
82,0.7718750000000001,83
83,0.778125,84
84,0.7781250000000001,85
85,0.7937500000000001,86
86,0.79375,87
87,0.78125,88
88,0.7875,89
89,0.7875,90
90,0.790625,91
91,0.790625,92
92,0.771875,93
93,0.76875,94
94,0.7593749999999999,95
95,0.7625,96
96,0.765625,97
97,0.753125,98
98,0.75625,99
99,0.759375,100
100,0.7593749999999999,101
101,0.7593749999999999,102
102,0.759375,103
103,0.7749999999999999,104
104,0.778125,105
105,0.7593749999999999,106
106,0.7625,107
107,0.7625,108
108,0.7625,109
109,0.7593750000000001,110
110,0.753125,111
111,0.746875,112
112,0.765625,113
113,0.7625,114
114,0.7593749999999999,115
115,0.7593749999999999,116
116,0.7531249999999999,117
117,0.740625,118
118,0.7375,119
119,0.746875,120
120,0.721875,121
